;Substance;code;primary_code;Lvl4;Lvl3;Lvl2;Lvl1;Class1;Class2;Class3;Class4
3241;cafedrine;C01CA21;C01CA21;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
3565;fenoldopam;C01CA19;C01CA19;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
6213;octopamine;C01CA18;C01CA18;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
773;midodrine;C01CA17;C01CA17;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
6150;ibopamine;C01CA16;C01CA16;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
4657;dopexamine;C01CA14;C01CA14;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
6773;prenalterol;C01CA13;C01CA13;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
4972;mephentermine;C01CA11;C01CA11;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
3844;methoxamine;C01CA10;C01CA10;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
2388;metaraminol;C01CA09;C01CA09;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
4827;oxedrine;C01CA08;C01CA08;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
1342;dobutamine;C01CA07;C01CA07;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
1214;phenylephrine;C01CA06;C01CA06;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
5156;norfenefrine;C01CA05;C01CA05;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
1446;dopamine;C01CA04;C01CA04;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
744;norepinephrine;C01CA03;C01CA03;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
2491;isoprenaline;C01CA02;C01CA02;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
2708;etilefrine;C01CA01;C01CA01;C01CA;C01C;C01;C;Cardiovascular;Cardiac therapy;Cardiac stimulants;Adrenergic and dopaminergic agents
4735;vernakalant;C01BG11;C01BG11;C01BG;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Other antiarrhythmics, class I and III
2351;cibenzoline;C01BG07;C01BG07;C01BG;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Other antiarrhythmics, class I and III
4898;moracizine;C01BG01;C01BG01;C01BG;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Other antiarrhythmics, class I and III
919;dronedarone;C01BD07;C01BD07;C01BD;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class III
6840;tedisamil;C01BD06;C01BD06;C01BD;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class III
3791;ibutilide;C01BD05;C01BD05;C01BD;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class III
946;dofetilide;C01BD04;C01BD04;C01BD;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class III
4388;bretylium;C01BD02;C01BD02;C01BD;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class III
331;amiodarone;C01BD01;C01BD01;C01BD;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class III
4756;ethacizine;C01BC09;C01BC09;C01BC;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ic
3926;encainide;C01BC08;C01BC08;C01BC;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ic
5841;lorcainide;C01BC07;C01BC07;C01BC;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ic
743;flecainide;C01BC04;C01BC04;C01BC;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ic
1109;propafenone;C01BC03;C01BC03;C01BC;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ic
2751;aprindine;C01BB04;C01BB04;C01BB;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ib
5329;tocainide;C01BB03;C01BB03;C01BB;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ib
1608;mexiletine;C01BB02;C01BB02;C01BB;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ib
256;lidocaine;C01BB01;N01BB02;C01BB;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ib
3941;hydroquinidine;C01BA13;C01BA13;C01BA;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ia
2750;ajmaline;C01BA05;C01BA05;C01BA;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ia
4239;sparteine;C01BA04;C01BA04;C01BA;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ia
1865;disopyramide;C01BA03;C01BA03;C01BA;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ia
2689;procainamide;C01BA02;C01BA02;C01BA;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ia
1131;quinidine;C01BA01;C01BA01;C01BA;C01B;C01;C;Cardiovascular;Cardiac therapy;Antiarrhythmics I and III;Antiarrhythmics, class Ia
5820;g-strophanthin;C01AC01;C01AC01;C01AC;C01A;C01;C;Cardiovascular;Cardiac therapy;Cardiac glycosides;Strophanthus glycosides
4977;proscillaridin;C01AB01;C01AB01;C01AB;C01A;C01;C;Cardiovascular;Cardiac therapy;Cardiac glycosides;Scilla glycosides
2737;beta-acetyldigoxin;C01AA52;C01AA52;C01AA;C01A;C01;C;Cardiovascular;Cardiac therapy;Cardiac glycosides;Digitalis glycosides
1781;metildigoxin;C01AA08;C01AA08;C01AA;C01A;C01;C;Cardiovascular;Cardiac therapy;Cardiac glycosides;Digitalis glycosides
2836;deslanoside;C01AA07;C01AA07;C01AA;C01A;C01;C;Cardiovascular;Cardiac therapy;Cardiac glycosides;Digitalis glycosides
4461;lanatoside c;C01AA06;C01AA06;C01AA;C01A;C01;C;Cardiovascular;Cardiac therapy;Cardiac glycosides;Digitalis glycosides
227;digoxin;C01AA05;C01AA05;C01AA;C01A;C01;C;Cardiovascular;Cardiac therapy;Cardiac glycosides;Digitalis glycosides
1173;digitoxin;C01AA04;C01AA04;C01AA;C01A;C01;C;Cardiovascular;Cardiac therapy;Cardiac glycosides;Digitalis glycosides
3335;acetyldigoxin;C01AA02;C01AA02;C01AA;C01A;C01;C;Cardiovascular;Cardiac therapy;Cardiac glycosides;Digitalis glycosides
4031;acetyldigitoxin;C01AA01;C01AA01;C01AA;C01A;C01;C;Cardiovascular;Cardiac therapy;Cardiac glycosides;Digitalis glycosides
2378;cardiovascular drugs, unspecified;C;C;C;C;C;C;Cardiovascular;NA;NA;NA
2778;mitapivat;B06AX04;B06AX04;B06AX;B06A;B06;B;Blood;Other hematologica;Other hematological;Other hematological agents
642;voxelotor;B06AX03;B06AX03;B06AX;B06A;B06;B;Blood;Other hematologica;Other hematological;Other hematological agents
1735;crizanlizumab;B06AX01;B06AX01;B06AX;B06A;B06;B;Blood;Other hematologica;Other hematological;Other hematological agents
1025;lanadelumab;B06AC05;B06AC05;B06AC;B06A;B06;B;Blood;Other hematologica;Other hematological;Drugs used in hereditary angioedema
1194;conestat alfa;B06AC04;B06AC04;B06AC;B06A;B06;B;Blood;Other hematologica;Other hematological;Drugs used in hereditary angioedema
1507;ecallantide;B06AC03;B06AC03;B06AC;B06A;B06;B;Blood;Other hematologica;Other hematological;Drugs used in hereditary angioedema
772;icatibant;B06AC02;B06AC02;B06AC;B06A;B06;B;Blood;Other hematologica;Other hematological;Drugs used in hereditary angioedema
494;c1-inhibitor;B06AC01;B06AC01;B06AC;B06A;B06;B;Blood;Other hematologica;Other hematological;Drugs used in hereditary angioedema
2598;hemin;B06AB01;B06AB01;B06AB;B06A;B06;B;Blood;Other hematologica;Other hematological;Heme products
3252;trypsin;B06AA07;B06AA07;B06AA;B06A;B06;B;Blood;Other hematologica;Other hematological;Enzymes
3321;chymotrypsin;B06AA04;B06AA04;B06AA;B06A;B06;B;Blood;Other hematologica;Other hematological;Enzymes
778;hyaluronidase;B06AA03;B06AA03;B06AA;B06A;B06;B;Blood;Other hematologica;Other hematological;Enzymes
2088;trometamol;B05XX02;B05BB03;B05XX;B05X;B05;B;Blood;Blood substitutes;Solution additives;Other i.v. solution additives
1174;lysine;B05XB03;B05XB03;B05XB;B05X;B05;B;Blood;Blood substitutes;Solution additives;Amino acids
2574;alanyl glutamine;B05XB02;B05XB02;B05XB;B05X;B05;B;Blood;Blood substitutes;Solution additives;Amino acids
2410;sodium glycerophosphate;B05XA14;B05XA14;B05XA;B05X;B05;B;Blood;Blood substitutes;Solution additives;Electrolyte solutions
2419;hydrochloric acid;B05XA13;B05XA13;B05XA;B05X;B05;B;Blood;Blood substitutes;Solution additives;Electrolyte solutions
3559;zinc chloride;B05XA12;B05XA12;B05XA;B05X;B05;B;Blood;Blood substitutes;Solution additives;Electrolyte solutions
1425;sodium phosphate;B05XA09;B05XA09;B05XA;B05X;B05;B;Blood;Blood substitutes;Solution additives;Electrolyte solutions
1868;sodium acetate;B05XA08;B05XA08;B05XA;B05X;B05;B;Blood;Blood substitutes;Solution additives;Electrolyte solutions
171;calcium chloride;B05XA07;A12AA08;B05XA;B05X;B05;B;Blood;Blood substitutes;Solution additives;Electrolyte solutions
1978;potassium phosphate;B05XA06;B05XA06;B05XA;B05X;B05;B;Blood;Blood substitutes;Solution additives;Electrolyte solutions
2165;ammonium chloride;B05XA04;G04BA01;B05XA;B05X;B05;B;Blood;Blood substitutes;Solution additives;Electrolyte solutions
137;sodium chloride;B05XA03;A12CA03;B05XA;B05X;B05;B;Blood;Blood substitutes;Solution additives;Electrolyte solutions
1182;sodium;B05XA03;A12CA01;B05XA;B05X;B05;B;Blood;Blood substitutes;Solution additives;Electrolyte solutions
432;sodium bicarbonate;B05XA02;B05CB04;B05XA;B05X;B05;B;Blood;Blood substitutes;Solution additives;Electrolyte solutions
2176;peritoneal dialytics, unspecified;B05D;B05D;B05D;B05D;B05;B;Blood;Blood substitutes;Peritoneal dialytics;NA
1010;mannitol;B05CX04;R05CB16;B05CX;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Other irrigating solutions
1943;glycine;B05CX03;B05CX03;B05CX;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Other irrigating solutions
2001;sorbitol;B05CX02;B05CX02;B05CX;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Other irrigating solutions
173;glucose;B05CX01;B05CX01;B05CX;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Other irrigating solutions
431;sodium bicarbonate;B05CB04;B05CB04;B05CB;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Salt solutions
1091;sodium citrate;B05CB02;B05CB02;B05CB;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Salt solutions
136;sodium chloride;B05CB01;A12CA02;B05CB;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Salt solutions
1181;sodium;B05CB01;A12CA01;B05CB;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Salt solutions
1541;neomycin;B05CA09;J01GB05;B05CA;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Antiinfectives
3836;ethacridine;B05CA08;D08AA01;B05CA;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Antiinfectives
6181;mandelic acid;B05CA06;J01XX06;B05CA;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Antiinfectives
2812;taurolidine;B05CA05;B05CA05;B05CA;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Antiinfectives
3203;sulfamethizole;B05CA04;J01EB02;B05CA;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Antiinfectives
3495;nitrofural;B05CA03;P01CC02;B05CA;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Antiinfectives
748;chlorhexidine;B05CA02;R02AA05;B05CA;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Antiinfectives
2442;cetylpyridinium;B05CA01;R02AA06;B05CA;B05C;B05;B;Blood;Blood substitutes;Irrigating solutions;Antiinfectives
3052;carbamide;B05BC02;D02AE01;B05BC;B05B;B05;B;Blood;Blood substitutes;Intravenous solutions;Solutions producing osmotic diuresis
1009;mannitol;B05BC01;R05CB16;B05BC;B05B;B05;B;Blood;Blood substitutes;Intravenous solutions;Solutions producing osmotic diuresis
2087;trometamol;B05BB03;B05BB03;B05BB;B05B;B05;B;Blood;Blood substitutes;Intravenous solutions;Solutions affecting the electrolyte balance
1610;electrolytes, unspecified;B05BB01;B05BB01;B05BB;B05B;B05;B;Blood;Blood substitutes;Intravenous solutions;Solutions affecting the electrolyte balance
1872;proteins, unspecified;B05BA04;B05BA04;B05BA;B05B;B05;B;Blood;Blood substitutes;Intravenous solutions;Solutions for parenteral nutrition
1534;carbohydrates, unspecified;B05BA03;B05BA03;B05BA;B05B;B05;B;Blood;Blood substitutes;Intravenous solutions;Solutions for parenteral nutrition
1533;amino acids, unspecified;B05BA01;B05BA01;B05BA;B05B;B05;B;Blood;Blood substitutes;Intravenous solutions;Solutions for parenteral nutrition
2809;solutions for parenteral nutrition, unspecified;B05BA;B05BA;B05BA;B05B;B05;B;Blood;Blood substitutes;Intravenous solutions;Solutions for parenteral nutrition
6289;stem cells from umbilical cord blood;B05AX04;B05AX04;B05AX;B05A;B05;B;Blood;Blood substitutes;Blood and related products;Other blood products
1714;plasma;B05AX03;B05AX03;B05AX;B05A;B05;B;Blood;Blood substitutes;Blood and related products;Other blood products
1122;platelets;B05AX02;B05AX02;B05AX;B05A;B05;B;Blood;Blood substitutes;Blood and related products;Other blood products
1017;red blood cells;B05AX01;B05AX01;B05AX;B05A;B05;B;Blood;Blood substitutes;Blood and related products;Other blood products
4393;hemoglobin glutamer (bovine);B05AA10;B05AA10;B05AA;B05A;B05;B;Blood;Blood substitutes;Blood and related products;Blood substitutes and plasma protein fractions
2128;gelatin;B05AA06;B05AA06;B05AA;B05A;B05;B;Blood;Blood substitutes;Blood and related products;Blood substitutes and plasma protein fractions
2466;dextran;B05AA05;B05AA05;B05AA;B05A;B05;B;Blood;Blood substitutes;Blood and related products;Blood substitutes and plasma protein fractions
5816;fluorocarbon blood substitutes;B05AA03;B05AA03;B05AA;B05A;B05;B;Blood;Blood substitutes;Blood and related products;Blood substitutes and plasma protein fractions
998;albumin;B05AA01;B05AA01;B05AA;B05A;B05;B;Blood;Blood substitutes;Blood and related products;Blood substitutes and plasma protein fractions
4611;hemoglobin;B05AA;B05AA;B05AA;B05A;B05;B;Blood;Blood substitutes;Blood and related products;Blood substitutes and plasma protein fractions
1801;blood, whole;B05AA;B05AA;B05AA;B05A;B05;B;Blood;Blood substitutes;Blood and related products;Blood substitutes and plasma protein fractions
3538;vadadustat;B03XA08;B03XA08;B03XA;B03X;B03;B;Blood;Antianemic;Other antianemic;Other antianemic preparations
2395;daprodustat;B03XA07;B03XA07;B03XA;B03X;B03;B;Blood;Antianemic;Other antianemic;Other antianemic preparations
2052;luspatercept;B03XA06;B03XA06;B03XA;B03X;B03;B;Blood;Antianemic;Other antianemic;Other antianemic preparations
2463;roxadustat;B03XA05;B03XA05;B03XA;B03X;B03;B;Blood;Antianemic;Other antianemic;Other antianemic preparations
3190;peginesatide;B03XA04;B03XA04;B03XA;B03X;B03;B;Blood;Antianemic;Other antianemic;Other antianemic preparations
820;methoxy polyethylene glycol-epoetin beta;B03XA03;B03XA03;B03XA;B03X;B03;B;Blood;Antianemic;Other antianemic;Other antianemic preparations
328;darbepoetin alfa;B03XA02;B03XA02;B03XA;B03X;B03;B;Blood;Antianemic;Other antianemic;Other antianemic preparations
6593;erythropoietin;B03XA01;B03XA01;B03XA;B03X;B03;B;Blood;Antianemic;Other antianemic;Other antianemic preparations
551;epoetin alfa;B03XA01;B03XA01;B03XA;B03X;B03;B;Blood;Antianemic;Other antianemic;Other antianemic preparations
2201;epoetin, unspecified;B03XA;B03XA;B03XA;B03X;B03;B;Blood;Antianemic;Other antianemic;Other antianemic preparations
28;vitamin b9;B03BB01;B03BB01;B03BB;B03B;B03;B;Blood;Antianemic;Vitamin B12 and folic acid;Folic acid and derivatives
2077;cobamamide;B03BA04;B03BA04;B03BA;B03B;B03;B;Blood;Antianemic;Vitamin B12 and folic acid;Vitamin B12
159;vitamin b12;B03BA;B03BA;B03BA;B03B;B03;B;Blood;Antianemic;Vitamin B12 and folic acid;Vitamin B12
3873;intrinsic factor;B03AE01;B03AE01;B03AE;B03A;B03;B;Blood;Antianemic;Iron preparations;Iron in other combinations
2059;ferric hydroxide;B03AB04;B03AB04;B03AB;B03A;B03;B;Blood;Antianemic;Iron preparations;Iron trivalent, oral preparations
233;iron;B03A;B03A;B03A;B03A;B03;B;Blood;Antianemic;Iron preparations;NA
1430;fostamatinib;B02BX09;B02BX09;B02BX;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Other systemic hemostatics
1930;avatrombopag;B02BX08;B02BX08;B02BX;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Other systemic hemostatics
3930;lusutrombopag;B02BX07;B02BX07;B02BX;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Other systemic hemostatics
1444;emicizumab;B02BX06;B02BX06;B02BX;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Other systemic hemostatics
600;eltrombopag;B02BX05;B02BX05;B02BX;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Other systemic hemostatics
691;romiplostim;B02BX04;B02BX04;B02BX;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Other systemic hemostatics
3610;batroxobin;B02BX03;B02BX03;B02BX;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Other systemic hemostatics
1709;carbazochrome;B02BX02;B02BX02;B02BX;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Other systemic hemostatics
2132;etamsilate;B02BX01;B02BX01;B02BX;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Other systemic hemostatics
2352;thrombopoietin;B02BX;B02BX;B02BX;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Other systemic hemostatics
1963;thrombin;B02BD30;B02BC06;B02BD;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Blood coagulation factors
1498;factor x;B02BD13;B02BD13;B02BD;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Blood coagulation factors
4589;catridecacog;B02BD11;B02BD11;B02BD;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Blood coagulation factors
2004;von willebrand factor;B02BD10;B02BD10;B02BD;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Blood coagulation factors
1325;factor viia;B02BD08;B02BD08;B02BD;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Blood coagulation factors
2604;factor xiii;B02BD07;B02BD07;B02BD;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Blood coagulation factors
1497;factor vii;B02BD05;B02BD05;B02BD;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Blood coagulation factors
1341;factor ix;B02BD04;B02BD04;B02BD;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Blood coagulation factors
1415;factor viii inhibitor bypassing fraction;B02BD03;B02BD03;B02BD;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Blood coagulation factors
518;factor viii;B02BD02;B02BD02;B02BD;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Blood coagulation factors
1496;factor ii;B02BD01;B02BD01;B02BD;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Blood coagulation factors
275;epinephrine;B02BC09;C01CA24;B02BC;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Local hemostatics
1463;collagen;B02BC07;G04BX11;B02BC;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Local hemostatics
1962;thrombin;B02BC06;B02BC06;B02BC;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Local hemostatics
2998;absorbable gelatin sponge;B02BC01;B02BC01;B02BC;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Local hemostatics
1961;factor i;B02BB01;B02BB01;B02BB;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Fibrinogen
936;vitamin k;B02BA01;B02BA01;B02BA;B02B;B02;B;Blood;Antihemorrhagics;Vitamin K;Vitamin K
2591;ulinastatin;B02AB05;B02AB05;B02AB;B02A;B02;B;Blood;Antihemorrhagics;Antifibrinolytics;Proteinase inhibitors
2387;camostat;B02AB04;B02AB04;B02AB;B02A;B02;B;Blood;Antihemorrhagics;Antifibrinolytics;Proteinase inhibitors
842;alpha-1-antitrypsin;B02AB02;B02AB02;B02AB;B02A;B02;B;Blood;Antihemorrhagics;Antifibrinolytics;Proteinase inhibitors
823;aprotinin;B02AB01;B02AB01;B02AB;B02A;B02;B;Blood;Antihemorrhagics;Antifibrinolytics;Proteinase inhibitors
2994;aminomethylbenzoic acid;B02AA03;B02AA03;B02AA;B02A;B02;B;Blood;Antihemorrhagics;Antifibrinolytics;Amino acids
775;tranexamic acid;B02AA02;B02AA02;B02AA;B02A;B02;B;Blood;Antihemorrhagics;Antifibrinolytics;Amino acids
1929;aminocaproic acid;B02AA01;B02AA01;B02AA;B02A;B02;B;Blood;Antihemorrhagics;Antifibrinolytics;Amino acids
